hscode,statcode,classifyCnnm,hsname,ciqname
0206800090,0206800090142,驴杂碎,鲜或冷的马、驴、骡杂碎,鲜或冷的马、驴、骡杂碎(冷藏驴肺)
0206800090,0206800090143,驴杂碎,鲜或冷的马、驴、骡杂碎,鲜或冷的马、驴、骡杂碎(鲜的驴肾)
0206800090,0206800090144,驴杂碎,鲜或冷的马、驴、骡杂碎,鲜或冷的马、驴、骡杂碎(冷藏驴肾)
0206800090,0206800090145,驴杂碎,鲜或冷的马、驴、骡杂碎,鲜或冷的马、驴、骡杂碎(鲜的驴舌)
0206800090,0206800090146,驴杂碎,鲜或冷的马、驴、骡杂碎,鲜或冷的马、驴、骡杂碎(冷藏驴舌)
0206800090,0206800090147,驴杂碎,鲜或冷的马、驴、骡杂碎,鲜或冷的马、驴、骡杂碎(鲜的驴睾丸)
0206800090,0206800090148,驴杂碎,鲜或冷的马、驴、骡杂碎,鲜或冷的马、驴、骡杂碎(冷藏驴睾丸)
0206800090,0206800090149,驴杂碎,鲜或冷的马、驴、骡杂碎,鲜或冷的马、驴、骡杂碎(鲜的驴脚)
0206800090,0206800090150,驴杂碎,鲜或冷的马、驴、骡杂碎,鲜或冷的马、驴、骡杂碎(冷藏驴脚)
0206800090,0206800090151,驴杂碎,鲜或冷的马、驴、骡杂碎,鲜或冷的马、驴、骡杂碎(鲜的驴头及头块)
0206800090,0206800090152,驴杂碎,鲜或冷的马、驴、骡杂碎,鲜或冷的马、驴、骡杂碎(冷藏驴头及头块)
0206800090,0206800090153,驴杂碎,鲜或冷的马、驴、骡杂碎,鲜或冷的马、驴、骡杂碎(鲜的其他驴杂碎)
0206800090,0206800090154,驴杂碎,鲜或冷的马、驴、骡杂碎,鲜或冷的马、驴、骡杂碎(冷藏其他驴杂碎)
0206800090,0206800090155,驴杂碎,鲜或冷的马、驴、骡杂碎,鲜或冷的马、驴、骡杂碎(鲜的野驴心)
0206800090,0206800090156,驴杂碎,鲜或冷的马、驴、骡杂碎,鲜或冷的马、驴、骡杂碎(冷藏野驴心)
0206800090,0206800090157,野驴肉及杂碎,鲜或冷的马、驴、骡杂碎,鲜或冷的马、驴、骡杂碎(鲜的野驴肝)
0206800090,0206800090158,野驴肉及杂碎,鲜或冷的马、驴、骡杂碎,鲜或冷的马、驴、骡杂碎(冷藏野驴肝)
0206800090,0206800090159,野驴肉及杂碎,鲜或冷的马、驴、骡杂碎,鲜或冷的马、驴、骡杂碎(鲜的野驴肺)
0206800090,0206800090160,野驴肉及杂碎,鲜或冷的马、驴、骡杂碎,鲜或冷的马、驴、骡杂碎(冷藏野驴肺)
0206800090,0206800090161,野驴肉及杂碎,鲜或冷的马、驴、骡杂碎,鲜或冷的马、驴、骡杂碎(鲜的野驴肾)
0206800090,0206800090162,野驴肉及杂碎,鲜或冷的马、驴、骡杂碎,鲜或冷的马、驴、骡杂碎(冷藏野驴肾)
0206800090,0206800090163,野驴肉及杂碎,鲜或冷的马、驴、骡杂碎,鲜或冷的马、驴、骡杂碎(鲜的野驴舌)
0206800090,0206800090164,野驴肉及杂碎,鲜或冷的马、驴、骡杂碎,鲜或冷的马、驴、骡杂碎(冷藏野驴舌)
0206800090,0206800090165,野驴肉及杂碎,鲜或冷的马、驴、骡杂碎,鲜或冷的马、驴、骡杂碎(鲜的野驴睾丸)
0206800090,0206800090166,野驴肉及杂碎,鲜或冷的马、驴、骡杂碎,鲜或冷的马、驴、骡杂碎(冷藏野驴睾丸)
0206800090,0206800090167,野驴肉及杂碎,鲜或冷的马、驴、骡杂碎,鲜或冷的马、驴、骡杂碎(鲜的野驴脚)
0206800090,0206800090168,野驴肉及杂碎,鲜或冷的马、驴、骡杂碎,鲜或冷的马、驴、骡杂碎(冷藏野驴脚)
0206800090,0206800090169,野驴肉及杂碎,鲜或冷的马、驴、骡杂碎,鲜或冷的马、驴、骡杂碎(鲜的野驴头及头块)
0206800090,0206800090170,野驴肉及杂碎,鲜或冷的马、驴、骡杂碎,鲜或冷的马、驴、骡杂碎(冷藏野驴头及头块)
0206800090,0206800090171,野驴肉及杂碎,鲜或冷的马、驴、骡杂碎,鲜或冷的马、驴、骡杂碎(鲜的其他野驴杂碎)
0206800090,0206800090172,野驴肉及杂碎,鲜或冷的马、驴、骡杂碎,鲜或冷的马、驴、骡杂碎(冷藏其他野驴杂碎)
0206800090,0206800090173,骡杂碎,鲜或冷的马、驴、骡杂碎,鲜或冷的马、驴、骡杂碎(鲜的骡心)
0206800090,0206800090174,骡杂碎,鲜或冷的马、驴、骡杂碎,鲜或冷的马、驴、骡杂碎(冷藏骡心)
0206800090,0206800090175,骡杂碎,鲜或冷的马、驴、骡杂碎,鲜或冷的马、驴、骡杂碎(鲜的骡肝)
0206800090,0206800090176,骡杂碎,鲜或冷的马、驴、骡杂碎,鲜或冷的马、驴、骡杂碎(冷藏骡肝)
0206800090,0206800090177,骡杂碎,鲜或冷的马、驴、骡杂碎,鲜或冷的马、驴、骡杂碎(鲜的骡肺)
0206800090,0206800090178,骡杂碎,鲜或冷的马、驴、骡杂碎,鲜或冷的马、驴、骡杂碎(冷藏骡肺)
0206800090,0206800090179,骡杂碎,鲜或冷的马、驴、骡杂碎,鲜或冷的马、驴、骡杂碎(鲜的骡肾)
0206800090,0206800090180,骡杂碎,鲜或冷的马、驴、骡杂碎,鲜或冷的马、驴、骡杂碎(冷藏骡肾)
0206800090,0206800090181,骡杂碎,鲜或冷的马、驴、骡杂碎,鲜或冷的马、驴、骡杂碎(鲜的骡舌)
0206800090,0206800090182,骡杂碎,鲜或冷的马、驴、骡杂碎,鲜或冷的马、驴、骡杂碎(冷藏骡舌)
0206800090,0206800090183,骡杂碎,鲜或冷的马、驴、骡杂碎,鲜或冷的马、驴、骡杂碎(鲜的骡睾丸)
0206800090,0206800090184,骡杂碎,鲜或冷的马、驴、骡杂碎,鲜或冷的马、驴、骡杂碎(冷藏骡睾丸)
0206800090,0206800090185,骡杂碎,鲜或冷的马、驴、骡杂碎,鲜或冷的马、驴、骡杂碎(鲜的骡脚)
0206800090,0206800090186,骡杂碎,鲜或冷的马、驴、骡杂碎,鲜或冷的马、驴、骡杂碎(冷藏骡脚)
0206800090,0206800090187,骡杂碎,鲜或冷的马、驴、骡杂碎,鲜或冷的马、驴、骡杂碎(鲜的骡头及头块)
0206800090,0206800090188,骡杂碎,鲜或冷的马、驴、骡杂碎,鲜或冷的马、驴、骡杂碎(冷藏骡头及头块)
0206800090,0206800090189,骡杂碎,鲜或冷的马、驴、骡杂碎,鲜或冷的马、驴、骡杂碎(鲜的其他骡杂碎)
0206800090,0206800090190,骡杂碎,鲜或冷的马、驴、骡杂碎,鲜或冷的马、驴、骡杂碎(冷藏其他骡杂碎)
0206900010,0206900010101,饲料用绵羊肠,冻藏的羊杂碎,冻藏的羊杂碎(饲料用绵羊肠)
0206900010,0206900010102,饲料用绵羊真胃(绵羊肚),冻藏的羊杂碎,冻藏的羊杂碎(饲料用绵羊真胃(绵羊肚))
0206900010,0206900010103,饲料用绵羊瓣胃(绵羊百叶),冻藏的羊杂碎,冻藏的羊杂碎(饲料用绵羊瓣胃(绵羊百叶))
0206900010,0206900010104,饲料用绵羊网胃,冻藏的羊杂碎,冻藏的羊杂碎(饲料用绵羊网胃)
0206900010,0206900010105,饲料用绵羊瘤胃,冻藏的羊杂碎,冻藏的羊杂碎(饲料用绵羊瘤胃)
0206900010,0206900010106,饲料用绵羊心,冻藏的羊杂碎,冻藏的羊杂碎(饲料用绵羊心)
0206900010,0206900010107,饲料用绵羊肝,冻藏的羊杂碎,冻藏的羊杂碎(饲料用绵羊肝)
0206900010,0206900010108,饲料用绵羊肺,冻藏的羊杂碎,冻藏的羊杂碎(饲料用绵羊肺)
0206900010,0206900010109,饲料用绵羊肾,冻藏的羊杂碎,冻藏的羊杂碎(饲料用绵羊肾)
0206900010,0206900010110,饲料用其他绵羊杂碎,冻藏的羊杂碎,冻藏的羊杂碎(饲料用其他绵羊杂碎)
0206900010,0206900010111,饲料用山羊肠,冻藏的羊杂碎,冻藏的羊杂碎(饲料用山羊肠)
0206900010,0206900010112,饲料用山羊真胃(山羊肚),冻藏的羊杂碎,冻藏的羊杂碎(饲料用山羊真胃(山羊肚))
0206900010,0206900010113,饲料用山羊瓣胃(山羊百叶),冻藏的羊杂碎,冻藏的羊杂碎(饲料用山羊瓣胃(山羊百叶))
0206900010,0206900010114,饲料用山羊网胃,冻藏的羊杂碎,冻藏的羊杂碎(饲料用山羊网胃)
0206900010,0206900010115,饲料用山羊瘤胃,冻藏的羊杂碎,冻藏的羊杂碎(饲料用山羊瘤胃)
0206900010,0206900010116,饲料用山羊心,冻藏的羊杂碎,冻藏的羊杂碎(饲料用山羊心)
0206900010,0206900010117,饲料用山羊肝,冻藏的羊杂碎,冻藏的羊杂碎(饲料用山羊肝)
0206900010,0206900010118,饲料用山羊肺,冻藏的羊杂碎,冻藏的羊杂碎(饲料用山羊肺)
0206900010,0206900010119,饲料用山羊肾,冻藏的羊杂碎,冻藏的羊杂碎(饲料用山羊肾)
0206900010,0206900010120,饲料用其他山羊杂碎,冻藏的羊杂碎,冻藏的羊杂碎(饲料用其他山羊杂碎)
0206900010,0206900010121,绵羊心,冻藏的羊杂碎,冻藏的羊杂碎(绵羊心)
0206900010,0206900010122,绵羊肝,冻藏的羊杂碎,冻藏的羊杂碎(绵羊肝)
0206900010,0206900010123,绵羊肺,冻藏的羊杂碎,冻藏的羊杂碎(绵羊肺)
0206900010,0206900010124,绵羊肾,冻藏的羊杂碎,冻藏的羊杂碎(绵羊肾)
0206900010,0206900010125,绵羊舌,冻藏的羊杂碎,冻藏的羊杂碎(绵羊舌)
0206900010,0206900010126,绵羊睾丸,冻藏的羊杂碎,冻藏的羊杂碎(绵羊睾丸)
0206900010,0206900010127,绵羊蹄,冻藏的羊杂碎,冻藏的羊杂碎(绵羊蹄)
0206900010,0206900010128,其他绵羊杂碎,冻藏的羊杂碎,冻藏的羊杂碎(绵羊头及头块)
0206900010,0206900010129,其他绵羊杂碎,冻藏的羊杂碎,冻藏的羊杂碎(其他绵羊杂碎)
0206900010,0206900010130,山羊心,冻藏的羊杂碎,冻藏的羊杂碎(山羊心)
0206900010,0206900010131,山羊肝,冻藏的羊杂碎,冻藏的羊杂碎(山羊肝)
0206900010,0206900010132,山羊肺,冻藏的羊杂碎,冻藏的羊杂碎(山羊肺)
0206900010,0206900010133,山羊肾,冻藏的羊杂碎,冻藏的羊杂碎(山羊肾)
0206900010,0206900010134,山羊舌,冻藏的羊杂碎,冻藏的羊杂碎(山羊舌)
0206900010,0206900010135,山羊睾丸,冻藏的羊杂碎,冻藏的羊杂碎(山羊睾丸)
0206900010,0206900010136,山羊蹄,冻藏的羊杂碎,冻藏的羊杂碎(山羊蹄)
0206900010,0206900010137,其它山羊杂碎,冻藏的羊杂碎,冻藏的羊杂碎(山羊头及头块)
0206900010,0206900010138,其它山羊杂碎,冻藏的羊杂碎,冻藏的羊杂碎(其他山羊杂碎)
0206900010,0206900010139,野羊肉及杂碎,冻藏的羊杂碎,冻藏的羊杂碎(野羊心)
0206900010,0206900010140,野羊肉及杂碎,冻藏的羊杂碎,冻藏的羊杂碎(野羊肝)
0206900010,0206900010141,野羊肉及杂碎,冻藏的羊杂碎,冻藏的羊杂碎(野羊肺)
0206900010,0206900010142,野羊肉及杂碎,冻藏的羊杂碎,冻藏的羊杂碎(野羊肾)
0206900010,0206900010143,野羊肉及杂碎,冻藏的羊杂碎,冻藏的羊杂碎(野羊舌)
0206900010,0206900010144,野羊肉及杂碎,冻藏的羊杂碎,冻藏的羊杂碎(野羊睾丸)
0206900010,0206900010145,野羊肉及杂碎,冻藏的羊杂碎,冻藏的羊杂碎(野羊蹄)
0206900010,0206900010146,野羊肉及杂碎,冻藏的羊杂碎,冻藏的羊杂碎(野羊头及头块)
0206900010,0206900010147,野羊肉及杂碎,冻藏的羊杂碎,冻藏的羊杂碎(其他野羊杂碎)
0206900090,0206900090101,马杂碎,冻藏的马、驴、骡杂碎,冻藏的马、驴、骡杂碎(马心)
0206900090,0206900090102,马杂碎,冻藏的马、驴、骡杂碎,冻藏的马、驴、骡杂碎(马肝)
0206900090,0206900090103,马杂碎,冻藏的马、驴、骡杂碎,冻藏的马、驴、骡杂碎(马肺)
0206900090,0206900090104,马杂碎,冻藏的马、驴、骡杂碎,冻藏的马、驴、骡杂碎(马肾)
0206900090,0206900090105,马杂碎,冻藏的马、驴、骡杂碎,冻藏的马、驴、骡杂碎(马舌)
0206900090,0206900090106,马杂碎,冻藏的马、驴、骡杂碎,冻藏的马、驴、骡杂碎(马睾丸)
0206900090,0206900090107,马杂碎,冻藏的马、驴、骡杂碎,冻藏的马、驴、骡杂碎(马脚)
0206900090,0206900090108,马杂碎,冻藏的马、驴、骡杂碎,冻藏的马、驴、骡杂碎(马头及头块)
0206900090,0206900090109,马杂碎,冻藏的马、驴、骡杂碎,冻藏的马、驴、骡杂碎(其他马杂碎)
0206900090,0206900090110,马杂碎,冻藏的马、驴、骡杂碎,冻藏的马、驴、骡杂碎(野马心)
0206900090,0206900090111,马杂碎,冻藏的马、驴、骡杂碎,冻藏的马、驴、骡杂碎(野马肝)
0206900090,0206900090112,马杂碎,冻藏的马、驴、骡杂碎,冻藏的马、驴、骡杂碎(野马肺)
0206900090,0206900090113,马杂碎,冻藏的马、驴、骡杂碎,冻藏的马、驴、骡杂碎(野马肾)
0206900090,0206900090114,马杂碎,冻藏的马、驴、骡杂碎,冻藏的马、驴、骡杂碎(野马舌)
0206900090,0206900090115,马杂碎,冻藏的马、驴、骡杂碎,冻藏的马、驴、骡杂碎(野马睾丸)
0206900090,0206900090116,马杂碎,冻藏的马、驴、骡杂碎,冻藏的马、驴、骡杂碎(野马脚)
0206900090,0206900090117,马杂碎,冻藏的马、驴、骡杂碎,冻藏的马、驴、骡杂碎(野马头及头块)
0206900090,0206900090118,马杂碎,冻藏的马、驴、骡杂碎,冻藏的马、驴、骡杂碎(其他野马杂碎)
0206900090,0206900090119,驴杂碎,冻藏的马、驴、骡杂碎,冻藏的马、驴、骡杂碎(驴心)
0206900090,0206900090120,驴杂碎,冻藏的马、驴、骡杂碎,冻藏的马、驴、骡杂碎(驴肝)
0206900090,0206900090121,驴杂碎,冻藏的马、驴、骡杂碎,冻藏的马、驴、骡杂碎(驴肺)
0206900090,0206900090122,驴杂碎,冻藏的马、驴、骡杂碎,冻藏的马、驴、骡杂碎(驴肾)
0206900090,0206900090123,驴杂碎,冻藏的马、驴、骡杂碎,冻藏的马、驴、骡杂碎(驴舌)
0206900090,0206900090124,驴杂碎,冻藏的马、驴、骡杂碎,冻藏的马、驴、骡杂碎(驴睾丸)
0206900090,0206900090125,驴杂碎,冻藏的马、驴、骡杂碎,冻藏的马、驴、骡杂碎(驴脚)
0206900090,0206900090126,驴杂碎,冻藏的马、驴、骡杂碎,冻藏的马、驴、骡杂碎(驴头及头块)
0206900090,0206900090127,驴杂碎,冻藏的马、驴、骡杂碎,冻藏的马、驴、骡杂碎(其他驴杂碎)
0206900090,0206900090128,野驴肉及杂碎,冻藏的马、驴、骡杂碎,冻藏的马、驴、骡杂碎(野驴心)
0206900090,0206900090129,野驴肉及杂碎,冻藏的马、驴、骡杂碎,冻藏的马、驴、骡杂碎(野驴肝)
0206900090,0206900090130,野驴肉及杂碎,冻藏的马、驴、骡杂碎,冻藏的马、驴、骡杂碎(野驴肺)
0206900090,0206900090131,野驴肉及杂碎,冻藏的马、驴、骡杂碎,冻藏的马、驴、骡杂碎(野驴肾)
0206900090,0206900090132,野驴肉及杂碎,冻藏的马、驴、骡杂碎,冻藏的马、驴、骡杂碎(野驴舌)
0206900090,0206900090133,野驴肉及杂碎,冻藏的马、驴、骡杂碎,冻藏的马、驴、骡杂碎(野驴睾丸)
0206900090,0206900090134,野驴肉及杂碎,冻藏的马、驴、骡杂碎,冻藏的马、驴、骡杂碎(野驴脚)
0206900090,0206900090135,野驴肉及杂碎,冻藏的马、驴、骡杂碎,冻藏的马、驴、骡杂碎(野驴头及头块)
0206900090,0206900090136,野驴肉及杂碎,冻藏的马、驴、骡杂碎,冻藏的马、驴、骡杂碎(其他野驴杂碎)
0206900090,0206900090137,骡杂碎,冻藏的马、驴、骡杂碎,冻藏的马、驴、骡杂碎(骡心)
0206900090,0206900090138,骡杂碎,冻藏的马、驴、骡杂碎,冻藏的马、驴、骡杂碎(骡肝)
0206900090,0206900090139,骡杂碎,冻藏的马、驴、骡杂碎,冻藏的马、驴、骡杂碎(骡肺)
0206900090,0206900090140,骡杂碎,冻藏的马、驴、骡杂碎,冻藏的马、驴、骡杂碎(骡肾)
0206900090,0206900090141,骡杂碎,冻藏的马、驴、骡杂碎,冻藏的马、驴、骡杂碎(骡舌)
0206900090,0206900090142,骡杂碎,冻藏的马、驴、骡杂碎,冻藏的马、驴、骡杂碎(骡睾丸)
0206900090,0206900090143,骡杂碎,冻藏的马、驴、骡杂碎,冻藏的马、驴、骡杂碎(骡脚)
0206900090,0206900090144,骡杂碎,冻藏的马、驴、骡杂碎,冻藏的马、驴、骡杂碎(骡头及头块)
0206900090,0206900090145,骡杂碎,冻藏的马、驴、骡杂碎,冻藏的马、驴、骡杂碎(其他骡杂碎)
0207110000,0207110000101,鲜鸡肉(整的或块的，不包括鸡胸、鸡腿),鲜或冷藏的整只鸡,鲜或冷藏的整只鸡(鲜的整只鸡)
0207110000,0207110000102,冰鲜鸡肉(整的或块的，不包括鸡胸、鸡腿),鲜或冷藏的整只鸡,鲜或冷藏的整只鸡(冷藏整只鸡)
0207120000,0207120000999,冷冻鸡肉(整的或块的，不包括鸡胸、鸡腿),冻的整只鸡,冻的整只鸡
0207131100,0207131100101,鲜鸡肉(整的或块的，不包括鸡胸、鸡腿),鲜或冷的带骨的鸡块,鲜或冷的带骨的鸡块(鲜的带骨的鸡块)
0207131100,0207131100102,冰鲜鸡肉(整的或块的，不包括鸡胸、鸡腿),鲜或冷的带骨的鸡块,鲜或冷的带骨的鸡块(冷藏带骨的鸡块)
0207131900,0207131900101,鲜鸡肉(整的或块的，不包括鸡胸、鸡腿),其他鲜或冷的鸡块,其他鲜或冷的鸡块(其他鲜的鸡块)
0207131900,0207131900102,冰鲜鸡肉(整的或块的，不包括鸡胸、鸡腿),其他鲜或冷的鸡块,其他鲜或冷的鸡块(其他冷藏鸡块)
0207132100,0207132100101,鸡翼(不包括翼尖),鲜或冷的鸡翼(不包括翼尖),鲜或冷的鸡翼(不包括翼尖)(鲜的鸡翼)
0207132100,0207132100102,鸡翼(不包括翼尖),鲜或冷的鸡翼(不包括翼尖),鲜或冷的鸡翼(不包括翼尖)(冷藏鸡翼)
0207132900,0207132900101,鸡胸、鸡腿,其他鲜或冷的鸡杂碎,其他鲜或冷的鸡杂碎(鲜的鸡胸、鸡腿)
0207132900,0207132900102,鸡胸、鸡腿,其他鲜或冷的鸡杂碎,其他鲜或冷的鸡杂碎(冷藏的鸡胸、鸡腿)
0207132900,0207132900103,鸡翼(包括翼尖),其他鲜或冷的鸡杂碎,其他鲜或冷的鸡杂碎(鲜的鸡翼，包括翼尖)
0207132900,0207132900104,鸡翼(包括翼尖),其他鲜或冷的鸡杂碎,其他鲜或冷的鸡杂碎(冷藏鸡翼，包括翼尖)
0207132900,0207132900105,鸡翼翼尖,其他鲜或冷的鸡杂碎,其他鲜或冷的鸡杂碎(鲜的鸡翼翼尖)
0207132900,0207132900106,鸡翼翼尖,其他鲜或冷的鸡杂碎,其他鲜或冷的鸡杂碎(冷藏鸡翼翼尖)
0207132900,0207132900107,鸡爪,其他鲜或冷的鸡杂碎,其他鲜或冷的鸡杂碎(鲜的鸡爪)
0207132900,0207132900108,鸡爪,其他鲜或冷的鸡杂碎,其他鲜或冷的鸡杂碎(冷藏鸡爪)
0207132900,0207132900109,鸡肫(鸡胃),其他鲜或冷的鸡杂碎,其他鲜或冷的鸡杂碎(鲜的鸡肫、胃)
0207132900,0207132900110,鸡肫(鸡胃),其他鲜或冷的鸡杂碎,其他鲜或冷的鸡杂碎(冷藏鸡肫、胃)
0207132900,0207132900111,其他鸡肉及杂碎,其他鲜或冷的鸡杂碎,其他鲜或冷的鸡杂碎(其他鲜的鸡杂碎)
0207132900,0207132900112,其他鸡肉及杂碎,其他鲜或冷的鸡杂碎,其他鲜或冷的鸡杂碎(其他冷藏鸡杂碎)
0207141100,0207141100101,冷冻鸡肉(整的或块的，不包括鸡胸、鸡腿),冻的带骨鸡块(包括鸡胸脯、鸡大腿等),冻的带骨鸡块(包括鸡胸脯、鸡大腿等)(冷冻带骨鸡肉，除鸡胸、鸡腿)
0207141100,0207141100102,鸡胸、鸡腿,冻的带骨鸡块(包括鸡胸脯、鸡大腿等),冻的带骨鸡块(包括鸡胸脯、鸡大腿等)(鸡胸、鸡腿)
0207141900,0207141900101,冷冻鸡肉(整的或块的，不包括鸡胸、鸡腿),冻的不带骨鸡块(包括鸡胸脯、鸡大腿等),冻的不带骨鸡块(包括鸡胸脯、鸡大腿等)(冷冻不带骨鸡肉，除鸡胸、鸡腿)
0207141900,0207141900102,鸡胸、鸡腿,冻的不带骨鸡块(包括鸡胸脯、鸡大腿等),冻的不带骨鸡块(包括鸡胸脯、鸡大腿等)(鸡胸、鸡腿)
0207142100,0207142100999,鸡翼(不包括翼尖),冻的鸡翼(不包括翼尖),冻的鸡翼(不包括翼尖)
0207142200,0207142200999,鸡爪,冻的鸡爪,冻的鸡爪
0207142900,0207142900101,鸡翼(包括翼尖),冻的其他食用鸡杂碎(包括鸡翼尖、鸡肝等),冻的其他食用鸡杂碎(包括鸡翼尖、鸡肝等)(鸡翼，包括翼尖)
0207142900,0207142900102,鸡翼翼尖,冻的其他食用鸡杂碎(包括鸡翼尖、鸡肝等),冻的其他食用鸡杂碎(包括鸡翼尖、鸡肝等)(鸡翼翼尖)
0207142900,0207142900103,鸡肝,冻的其他食用鸡杂碎(包括鸡翼尖、鸡肝等),冻的其他食用鸡杂碎(包括鸡翼尖、鸡肝等)(鸡肝)
0207142900,0207142900104,其他鸡肉及杂碎,冻的其他食用鸡杂碎(包括鸡翼尖、鸡肝等),冻的其他食用鸡杂碎(包括鸡翼尖、鸡肝等)(其他鸡杂碎)
0207240000,0207240000101,火鸡肉及杂碎,鲜或冷的整只火鸡,鲜或冷的整只火鸡(鲜的整只火鸡)
0207240000,0207240000102,火鸡肉及杂碎,鲜或冷的整只火鸡,鲜或冷的整只火鸡(冷藏整只火鸡)
0207250000,0207250000999,火鸡肉及杂碎,冻的整只火鸡,冻的整只火鸡
0207260000,0207260000101,火鸡肉及杂碎,鲜或冷的火鸡块及杂碎(肥肝除外),鲜或冷的火鸡块及杂碎(肥肝除外)(鲜的带骨火鸡肉，不包括火鸡胸、火鸡腿)
0207260000,0207260000102,火鸡肉及杂碎,鲜或冷的火鸡块及杂碎(肥肝除外),鲜或冷的火鸡块及杂碎(肥肝除外)(冷藏带骨火鸡肉，不包括火鸡胸、火鸡腿)
0207260000,0207260000103,火鸡肉及杂碎,鲜或冷的火鸡块及杂碎(肥肝除外),鲜或冷的火鸡块及杂碎(肥肝除外)(鲜的其他火鸡肉，不包括火鸡胸、火鸡腿)
0207260000,0207260000104,火鸡肉及杂碎,鲜或冷的火鸡块及杂碎(肥肝除外),鲜或冷的火鸡块及杂碎(肥肝除外)(冷藏其他火鸡肉，不包括火鸡胸、火鸡腿)
0207260000,0207260000105,火鸡肉及杂碎,鲜或冷的火鸡块及杂碎(肥肝除外),鲜或冷的火鸡块及杂碎(肥肝除外)(鲜的火鸡胸、火鸡腿)
0207260000,0207260000106,火鸡肉及杂碎,鲜或冷的火鸡块及杂碎(肥肝除外),鲜或冷的火鸡块及杂碎(肥肝除外)(冷藏的火鸡胸、火鸡腿)
0207260000,0207260000107,火鸡肉及杂碎,鲜或冷的火鸡块及杂碎(肥肝除外),鲜或冷的火鸡块及杂碎(肥肝除外)(鲜的火鸡爪)
0207260000,0207260000108,火鸡肉及杂碎,鲜或冷的火鸡块及杂碎(肥肝除外),鲜或冷的火鸡块及杂碎(肥肝除外)(冷藏火鸡爪)
0207260000,0207260000109,火鸡肉及杂碎,鲜或冷的火鸡块及杂碎(肥肝除外),鲜或冷的火鸡块及杂碎(肥肝除外)(鲜的火鸡肫、胃)
0207260000,0207260000110,火鸡肉及杂碎,鲜或冷的火鸡块及杂碎(肥肝除外),鲜或冷的火鸡块及杂碎(肥肝除外)(冷藏火鸡肫、胃)
0207260000,0207260000111,火鸡肉及杂碎,鲜或冷的火鸡块及杂碎(肥肝除外),鲜或冷的火鸡块及杂碎(肥肝除外)(鲜的火鸡翼，不包括翼尖)
0207260000,0207260000112,火鸡肉及杂碎,鲜或冷的火鸡块及杂碎(肥肝除外),鲜或冷的火鸡块及杂碎(肥肝除外)(冷藏火鸡翼，不包括翼尖)
0207260000,0207260000113,火鸡肉及杂碎,鲜或冷的火鸡块及杂碎(肥肝除外),鲜或冷的火鸡块及杂碎(肥肝除外)(鲜的火鸡翼，包括翼尖)
0207260000,0207260000114,火鸡肉及杂碎,鲜或冷的火鸡块及杂碎(肥肝除外),鲜或冷的火鸡块及杂碎(肥肝除外)(冷藏火鸡翼，包括翼尖)
0207260000,0207260000115,火鸡肉及杂碎,鲜或冷的火鸡块及杂碎(肥肝除外),鲜或冷的火鸡块及杂碎(肥肝除外)(鲜的火鸡颈)
0207260000,0207260000116,火鸡肉及杂碎,鲜或冷的火鸡块及杂碎(肥肝除外),鲜或冷的火鸡块及杂碎(肥肝除外)(冷藏火鸡颈)
0207260000,0207260000117,火鸡肉及杂碎,鲜或冷的火鸡块及杂碎(肥肝除外),鲜或冷的火鸡块及杂碎(肥肝除外)(其他鲜的火鸡杂碎)
0207260000,0207260000118,火鸡肉及杂碎,鲜或冷的火鸡块及杂碎(肥肝除外),鲜或冷的火鸡块及杂碎(肥肝除外)(其他冷藏火鸡杂碎)
0207270000,0207270000101,火鸡肉及杂碎,冻的火鸡块及杂碎(肥肝除外),冻的火鸡块及杂碎(肥肝除外)(火鸡胸、火鸡腿)
0207270000,0207270000102,火鸡肉及杂碎,冻的火鸡块及杂碎(肥肝除外),冻的火鸡块及杂碎(肥肝除外)(火鸡肫、火鸡胃)
0207270000,0207270000103,火鸡肉及杂碎,冻的火鸡块及杂碎(肥肝除外),冻的火鸡块及杂碎(肥肝除外)(火鸡翼，不包括翼尖)
0207270000,0207270000104,火鸡肉及杂碎,冻的火鸡块及杂碎(肥肝除外),冻的火鸡块及杂碎(肥肝除外)(火鸡爪)
0207270000,0207270000105,火鸡肉及杂碎,冻的火鸡块及杂碎(肥肝除外),冻的火鸡块及杂碎(肥肝除外)(火鸡翼，包括翼尖)
0207270000,0207270000106,火鸡肉及杂碎,冻的火鸡块及杂碎(肥肝除外),冻的火鸡块及杂碎(肥肝除外)(火鸡颈)
0207270000,0207270000107,火鸡肉及杂碎,冻的火鸡块及杂碎(肥肝除外),冻的火鸡块及杂碎(肥肝除外)(其他火鸡肉，不包括火鸡胸、火鸡腿)
0207270000,0207270000108,火鸡肉及杂碎,冻的火鸡块及杂碎(肥肝除外),冻的火鸡块及杂碎(肥肝除外)(带骨火鸡肉，不包括火鸡胸、火鸡腿)
0207270000,0207270000109,火鸡肉及杂碎,冻的火鸡块及杂碎(肥肝除外),冻的火鸡块及杂碎(肥肝除外)(其他冻火鸡杂碎)
0207410000,0207410000101,鲜鸭肉(整的或块的，不包括鸭胸、鸭腿),鲜或冷的整只鸭,鲜或冷的整只鸭(鲜的)
0207410000,0207410000102,冰鲜鸭肉(整的或块的，不包括鸭胸、鸭腿),鲜或冷的整只鸭,鲜或冷的整只鸭(冷的)
